user,followers,Friends,Tweets,Retweets
juandsierraa1,431.0,514.0,0,1
bibliodonihue,1009.0,284.0,2,2
economicas_unlp,7605.0,3396.0,0,1
ATEPV,610.0,835.0,0,1
Attempranaand,5730.0,8078.0,0,1
luis_ods,109.0,48.0,0,10
elmjuan,1883.0,2005.0,0,1
carmarptwit,798.0,2042.0,0,1
jvgonzalezz,155.0,1125.0,0,1
DOMINGUEZLM,25361.0,6555.0,0,4
davidgvtierrez,2778.0,812.0,2,2
JosMrqu24718267,4.0,15.0,0,3
gperezedith,265.0,152.0,0,1
LuisMiguelJF,529.0,608.0,0,1
CarmenEMeza1,66.0,464.0,0,1
eugdel16,555.0,282.0,0,1
marpiria,348.0,712.0,0,1
ConchaAvila,2728.0,2694.0,0,1
xavpal,388.0,711.0,0,1
cris230653,299.0,558.0,0,1
LCARLOSPATINO,17.0,39.0,0,1
pscsab,833.0,426.0,0,1
DolorsGimeno,544.0,584.0,0,1
Gumucia,1171.0,1592.0,0,1
contagiadx,358.0,912.0,2,5
marco_at,233.0,765.0,0,1
ArsanEstamp,36.0,115.0,1,0
ScientificActiv,152.0,79.0,1,1
abriendodatoscr,1609.0,1100.0,0,1
Helena_conHatxe,412.0,615.0,2,2
perroconhueso,74.0,139.0,0,1
asocgaraje,1375.0,624.0,0,2
Usmeambiental,225.0,244.0,0,1
nestor94amaya,34.0,70.0,0,1
UNODC_PERU,52.0,107.0,1,1
fundacionpablo,673.0,1135.0,1,0
IvnGuerraRomero,92.0,266.0,0,1
JGuerreroN13,258.0,479.0,0,1
santiagocambero,1058.0,950.0,2,0
CarlosAyard,372.0,2171.0,0,1
joseluisropero1,195.0,328.0,0,1
HectorIncrement,1213.0,965.0,0,1
javierre_es,1526.0,159.0,2,0
ANnovationspace,69.0,119.0,0,1
AMPROSCantabria,4135.0,1896.0,0,1
comonopero,14.0,243.0,0,1
Mariadelpazdiav,893.0,897.0,0,1
Soniaavargas,5171.0,4404.0,0,1
CEComercioJusto,6414.0,895.0,1,3
FMBBVA,2961.0,452.0,3,0
GRIMEX_,157.0,161.0,0,1
EnriqueWagener,689.0,643.0,0,1
LopezOyanarte,4.0,36.0,0,1
JosefaNavarrol,2616.0,1493.0,0,1
yondiyc,6.0,95.0,0,1
HerreraUy,108.0,1004.0,0,2
HJS0FT,1672.0,1633.0,0,1
ONUMX,124286.0,724.0,1,0
dr_reuma,1666.0,507.0,0,2
Movilizateya,90.0,113.0,0,1
camillo_dicola,490.0,359.0,0,2
mastercoopera,4005.0,2413.0,0,3
ramirojangulo,526.0,450.0,0,1
IKI_Mexico,1245.0,490.0,1,0
acciontierra,508.0,4998.0,0,4
sostenible132,528.0,318.0,0,1
luisyepesb,15306.0,9010.0,0,1
valeriasosaf,651.0,386.0,0,1
LuisFuenmayorTA,178.0,322.0,0,1
KarolSanabriaR,121.0,240.0,0,1
Javi_WanKenobi,334.0,1206.0,0,1
JMRuiz3,1928.0,3853.0,0,1
pacoalcubierre,286.0,101.0,0,1
lenaqui,817.0,678.0,0,1
msolcito73,532.0,919.0,0,2
rauvva,54.0,86.0,0,1
elcarlosjuan,10906.0,10033.0,0,1
ConsulCubaAUS,190.0,561.0,0,1
autonomialocal,220.0,963.0,1,1
oscarfc777,287.0,614.0,0,4
Maricel53601654,36.0,47.0,0,1
Ana_ArandaCeli,757.0,901.0,0,1
Nagrabre,397.0,733.0,0,1
jgarcia_FR,90.0,96.0,0,1
mariagemaquint1,823.0,719.0,1,5
fpasoslibres,128.0,132.0,1,0
lucianamermet,1230.0,1330.0,0,4
darioroberto84,281.0,830.0,0,1
antonio17592442,4.0,17.0,0,1
viveromoratalaz,541.0,377.0,0,1
iambiente,59200.0,23626.0,3,5
CMARMOLWITTGRUB,341.0,2409.0,1,0
mitierralinda_,2153.0,2605.0,0,1
Nenbo77,56.0,472.0,0,1
rcs_chile,544.0,1004.0,3,0
RSCruzRojaMad,1946.0,1997.0,0,3
RseCCOObbva,61.0,50.0,0,1
kevinlarrea,155.0,314.0,0,1
stefanliller,456.0,67.0,1,0
areliiaa,170.0,301.0,0,1
f_fundaneed,200.0,104.0,1,0
NUEVOFUTURO,2585.0,1800.0,0,1
PSPV_CS,2814.0,2459.0,2,0
DamarysZambran7,76.0,129.0,0,1
MariaSalazarMed,38.0,52.0,0,1
RaulGanemos,828.0,858.0,0,1
AntoinetteMusi1,70.0,466.0,0,1
Gatoi2014,225.0,347.0,0,1
ColegioMSiurot,760.0,708.0,0,1
Gemusica1,11.0,12.0,0,1
ErikaTorregrosa,3360.0,832.0,1,0
redondogines,102.0,126.0,0,3
luideito,220.0,247.0,0,1
carozuritalagos,508.0,511.0,1,0
PaulaCif,1504.0,3791.0,0,1
ObservatorioRS,7299.0,974.0,0,1
RIOD_oficial,781.0,272.0,1,0
EnriquePineda12,726.0,3046.0,0,1
paco_hevia,2371.0,416.0,0,1
Roberto19740286,8.0,35.0,0,4
laurapteleSUR,1010.0,242.0,0,1
ConsulMexDen,2674.0,618.0,0,1
anxosan,1890.0,646.0,0,1
ASF_Andalucia,95.0,104.0,0,1
andreu_arturo,164.0,386.0,0,1
BelenCardonaRub,665.0,501.0,0,3
OITCinterfor,1649.0,428.0,0,1
Crishuelga,305.0,586.0,0,1
BooksElx_IESLA,74.0,323.0,0,2
ekuischlaroche,5726.0,1087.0,4,0
zoobaq,35327.0,14968.0,0,1
jesusdelaosa,3234.0,2779.0,1,12
irenegonser,877.0,1343.0,0,1
fmaqueda,2197.0,646.0,0,1
angela_rolvi,1535.0,1572.0,0,1
kreus07,16.0,121.0,0,1
gbragatwit,1191.0,1929.0,0,1
davisa1972,2577.0,2226.0,0,1
UNESCOMexico,249508.0,946.0,3,0
CentroAlba_,239.0,295.0,1,0
KPULPE,665.0,1111.0,0,1
GONZALO00918740,93.0,176.0,0,1
Fundacion_ODyS,461.0,801.0,1,0
Ponchin0077,203.0,262.0,0,1
RRIIglocales,746.0,668.0,0,13
anitalara_s,224.0,329.0,2,1
fagaro2001,1834.0,2213.0,0,1
foretica,16875.0,1325.0,6,21
Marahersa,4244.0,2246.0,0,2
AnaCast94,40.0,50.0,0,1
catymonreal_,940.0,502.0,3,0
vozdelsur,8734.0,4428.0,0,3
anasanchezgar93,78.0,277.0,0,1
mary_redrose,309.0,439.0,0,2
Sole_cardozo,227.0,413.0,0,1
RedCarolinaCol,6061.0,893.0,0,1
paguila_,403.0,1047.0,0,1
planificable,556.0,369.0,1,0
oscarfierroa,54.0,327.0,0,1
mabemolnar,1589.0,2986.0,1,1
EmbajadaEspPeru,2917.0,276.0,0,2
Compromiso_Empr,5939.0,640.0,0,1
KenelmaCarvaja1,2255.0,3225.0,0,1
LegalGempAsesor,1595.0,2109.0,0,1
Lunamahal,148.0,511.0,0,1
UNFPAInnovation,2162.0,499.0,0,2
maltescut1,2941.0,2445.0,0,1
AdalidAldana,465.0,286.0,0,2
MaxAllendeM,744.0,395.0,0,1
Gelicaballero,22.0,48.0,0,2
Adriana16981958,19.0,69.0,0,1
taitiltreafor,4.0,35.0,0,1
SinCorbataTVN,18738.0,245.0,0,1
barb_rivera,1967.0,4866.0,0,1
Maria_Q_24,4.0,15.0,0,1
Whipala_16,28.0,26.0,0,8
aperezlo,193.0,278.0,0,3
FManuelArroyo,73.0,51.0,0,1
AsunBueno,54.0,411.0,0,1
acortesm_,1214.0,3322.0,0,1
eulacfoundation,5586.0,1953.0,0,1
joseartusi,3902.0,5001.0,0,1
dfcspain,4042.0,2185.0,1,0
viviangilles,6.0,47.0,0,1
MiriamAlpizar1,2542.0,935.0,1,0
NoemiGaHe,239.0,245.0,0,1
carlaportillah,1716.0,1805.0,0,1
STP_Paraguay,26817.0,754.0,9,2
JesusMorenoR1,152.0,202.0,0,1
MaryCHerreraC,602.0,203.0,0,1
sostiti,414.0,577.0,1,0
cercle_infraest,1888.0,1106.0,0,1
luisaarriba,210.0,213.0,0,1
ANDI_Colombia,91150.0,1157.0,0,1
BibCapRegion6,561.0,975.0,1,0
Oceanicas_IEO,1493.0,386.0,0,2
tonibalaguerm,81.0,240.0,0,1
jackie232825,69.0,478.0,0,1
GrandesChicas,2100.0,2906.0,4,0
LMartinMar,105.0,153.0,0,1
catalunez,507.0,611.0,0,1
lamacatorres,176.0,644.0,0,1
relojangelote,234.0,336.0,0,1
mrodriguezarn,2935.0,2204.0,1,1
AntoniaSastre,527.0,872.0,0,1
onmedic,15867.0,351.0,0,2
Ethic_,33462.0,1763.0,0,4
syntonize_,262.0,366.0,1,0
jbmejia1986,44.0,449.0,0,1
SEIASA_OFICIAL,1387.0,766.0,2,0
EmmeKaa29,247.0,1403.0,0,1
larajuanm,255.0,273.0,0,2
Juandayepes,390.0,271.0,0,1
jasolanop,93.0,273.0,0,1
MAEprasec,6274.0,1128.0,1,0
david32506462,19.0,83.0,0,1
MendezLeo06,3067.0,4278.0,0,2
MdM_Navarra,2721.0,941.0,1,0
ComosCarmen,173.0,353.0,0,1
UCAMCatedraRSC,425.0,278.0,1,0
Warysa,553.0,1139.0,0,1
M2C_Estrategias,107.0,538.0,10,5
mrdeivid78,465.0,97.0,0,1
rudymartinez66,2594.0,4546.0,0,1
RsgSox,14.0,62.0,0,1
ConstruRegion,153.0,269.0,0,1
aimeecoscu,361.0,655.0,0,3
sandraxab,448.0,767.0,0,1
b_pillajo2,47.0,119.0,0,1
jemmanuelq,55.0,396.0,0,1
OscarHe46762368,11.0,133.0,0,1
gestion_age,115.0,103.0,0,1
Marita_UNICEF,3134.0,859.0,1,1
ineditinnova,2951.0,1289.0,0,1
ghiselgonzalez,132.0,639.0,0,1
jalexp1,9778.0,8653.0,1,7
Laurars_vrg,356.0,842.0,0,1
vicky_fraschini,476.0,633.0,0,1
_minecogob,38819.0,66.0,1,0
elcastronauta,429.0,674.0,0,1
AlfreArganMo,160.0,718.0,0,1
marylulori,46.0,27.0,0,1
iracypsicologia,2320.0,3921.0,1,0
DavidCarmona44,693.0,640.0,0,2
capdevilajoan,8035.0,5081.0,0,1
javi_barrado,361.0,503.0,0,1
estenoesmipro,1015.0,2506.0,0,1
CFATNVO,191.0,143.0,0,1
UJIuniversitat,14411.0,1178.0,0,1
carlosmcuervo1,251.0,1786.0,0,1
lydiaaguirre,4479.0,2668.0,1,0
FRubricatus,758.0,248.0,0,2
glorialopez49,2902.0,1641.0,0,1
carmencampos_,395.0,209.0,2,1
Juancrodrigec,96.0,104.0,0,1
LauranceHF,1662.0,2373.0,0,1
marchadearboles,113.0,115.0,0,1
HerediaItati,156.0,211.0,0,1
PAPenitenciario,525.0,519.0,0,2
Karen_Diaz1_14,77.0,89.0,0,1
ManuelbBarrera,181.0,251.0,0,2
LauraElenaCC,983.0,23.0,0,1
CipactlyChef,456.0,235.0,3,2
alancontre98,122.0,40.0,0,1
IIVCompartido,90.0,536.0,0,3
arteaga_silvina,52.0,104.0,0,2
CarolRo89,353.0,462.0,0,1
ugtcomfeminista,22.0,137.0,0,1
18rodpf,773.0,532.0,0,1
diosanga,86.0,747.0,0,1
elmeralberto,561.0,548.0,0,1
CODDIQ_ES,75.0,105.0,0,1
JAERARGUA,47.0,84.0,0,1
CamaraCIP,11745.0,1002.0,0,2
ma_fornet,847.0,1709.0,0,1
MosaicoIdiomas,833.0,475.0,0,1
almaglezfig,212.0,663.0,0,1
IIDMA_ecolaw,949.0,879.0,1,2
tdealfaro,1088.0,408.0,0,1
valeria_td,322.0,334.0,0,1
DevPathways,2799.0,1441.0,1,0
Belen_Viloria,4439.0,3246.0,3,0
Francis_Cabezas,346.0,659.0,1,1
A3tDe,44.0,163.0,0,1
EmpTransProy,15.0,102.0,0,1
BalibreaM,107.0,337.0,0,4
gina_amazonas,56.0,313.0,0,1
Fundacion_DA,1756.0,929.0,0,1
rossanatrucco,5238.0,2257.0,0,1
jmunozmonino1,36.0,126.0,0,1
PepeArtexCuba,5.0,60.0,0,1
Almudena_Srj,301.0,1913.0,0,1
GrupoAIS,313.0,115.0,1,1
evelynm56952524,4.0,32.0,0,1
RosaMCanton,412.0,628.0,1,0
Suni_Sanchez,3774.0,3306.0,1,0
leonardosalce12,342.0,424.0,0,1
ProydeZaragoza,303.0,195.0,0,1
maisita101544,10.0,31.0,0,1
visibles_org,473.0,731.0,1,1
AnaConesa_HR,177.0,457.0,1,0
TrebolrsRuiz,9.0,427.0,0,1
MaCristinaDelg2,104.0,43.0,0,1
DJracxu,777.0,814.0,0,1
malaga,144505.0,5564.0,1,0
ciconiaeduca,1099.0,1590.0,1,2
equaltimes,5087.0,1588.0,5,0
JaviB8,182.0,580.0,0,1
AJoaquinpty,1575.0,2409.0,0,1
MattyMendoza88,592.0,484.0,0,1
soshumanidad,4330.0,1953.0,0,2
rosariocn7,1325.0,2892.0,0,1
encar_gomez,33.0,388.0,0,2
AAVVSanBasilio,550.0,866.0,0,1
Betania_garcia2,83.0,178.0,0,1
JoseEstayN,2869.0,4998.0,1,18
jlfdzsolis,256.0,728.0,0,2
REDAC_DDHH,3339.0,560.0,5,2
Jesus_Romero01,98.0,393.0,0,1
EmbaMexIsr,2962.0,286.0,0,1
PensarAmericas,10016.0,6211.0,0,2
monicteresit,108.0,195.0,0,1
juanm_lopeza,2725.0,2705.0,0,1
LeoGutson,2100.0,996.0,3,1
SINNETIC_SAS,473.0,705.0,4,0
op_salomon,530.0,51.0,0,3
vmc611,503.0,2336.0,0,1
yamilehenker,159.0,173.0,0,1
EcoGlobalORG,1241.0,1896.0,0,9
Karla_huank,63.0,63.0,0,1
mariposafyf,586.0,216.0,0,2
AmelieHabana86,1103.0,1206.0,0,1
rciniega1,10382.0,5029.0,0,2
CedeusChile,5040.0,901.0,1,2
rebuildexpo,911.0,1368.0,1,0
newresu1982,444.0,527.0,0,1
ariadnadm3,91.0,132.0,0,1
aspaniasburgos,438.0,343.0,0,2
CharoChavez1,1265.0,1045.0,1,0
CVONGD,4403.0,2075.0,0,1
RafaZafra011,815.0,1239.0,1,1
CarSanchezMtz,209.0,441.0,0,1
banos_noelia,88.0,242.0,0,1
Veritasmartino,541.0,1179.0,0,5
Herastupo,170.0,426.0,0,1
mpcala,55.0,146.0,0,1
ANAVAM1,960.0,659.0,0,1
IvanRojasAlvz,568.0,287.0,0,1
jmblazquez1,101.0,159.0,0,1
MONICADI75,137.0,445.0,0,1
JG_Cantero,4079.0,2200.0,0,1
CarlosAlfaroFl1,46.0,12.0,0,1
ivania_cano,24.0,33.0,0,1
ximenaborquez,566.0,415.0,0,1
Estrell04713336,15.0,19.0,0,1
MerMaid57791254,76.0,34.0,0,1
rpinillos,322.0,1701.0,0,1
aramisol,72.0,316.0,0,1
valcarol74,97.0,83.0,0,1
comunideas_,469.0,772.0,1,3
AEF_fundaciones,4560.0,683.0,4,1
PacoLuisGRX,2967.0,1630.0,2,0
carlosjesuse10,210.0,137.0,0,1
xaviergarcesbdv,77.0,424.0,0,2
MarketingActivo,1794.0,1637.0,7,0
giselaNTV,311.0,236.0,0,1
ChipotleSergio,250.0,1959.0,0,2
MariVP3,81.0,148.0,0,1
Rodriguez_Epic,15.0,133.0,0,1
edugargon,277.0,1272.0,0,1
stalinaguilar,981.0,1748.0,0,1
IEducativa_UPM,1021.0,912.0,1,1
AyoseMolina,181.0,240.0,0,1
JohnJGutierrezV,1191.0,4385.0,0,1
QbaDaniel,414.0,1062.0,0,1
AragonAbierto,10088.0,6682.0,3,2
PierreLapaque,683.0,66.0,0,1
psanjuant,1066.0,730.0,0,1
GloriaGilT,608.0,312.0,0,1
Dominic87961763,9.0,55.0,0,1
grant_cardenas,51.0,141.0,0,1
BahiaEmprende,1095.0,924.0,1,0
kelakese,1600.0,2103.0,0,2
farmaciaoficios,469.0,584.0,0,1
GabrielaArosem1,190.0,179.0,0,1
herrera_cita,22.0,146.0,0,1
MaruKabila,738.0,870.0,0,1
jorgemorton,267.0,749.0,0,1
AntonioJ_MV,570.0,2858.0,0,1
Ignacio_Alcalde,1012.0,525.0,0,2
fabianherrerame,29.0,208.0,0,1
Ofefundamujer,154.0,208.0,0,1
cespala,12513.0,991.0,0,2
SerchMeneley,274.0,1646.0,0,1
USO_LA_PENILLA,91.0,164.0,0,1
OurMuffinsSF,25.0,198.0,0,2
rmiguelanez,2212.0,1571.0,1,0
ForoCILAC,2509.0,3908.0,0,1
uruguay202,398.0,1040.0,0,1
iberdrola,57637.0,204.0,3,3
innova_la,268.0,616.0,0,1
Funddateces,343.0,309.0,7,0
garciaretegui,9117.0,8647.0,5,0
Red_Movilidad,12401.0,149.0,3,0
GloderCarmen,478.0,181.0,0,1
ibisfrade,140.0,470.0,0,1
MarlonJimnez14,2.0,31.0,0,1
ZimriRosas,4006.0,4849.0,0,1
merce_marcos,7.0,39.0,0,1
TodoValledupar,13815.0,10510.0,0,2
econocimientoam,15.0,157.0,18,0
TIERRADEPAZONG,1.0,8.0,1,0
FlippedBioGeo,95.0,375.0,0,1
ConsulmexBoston,2677.0,529.0,0,1
AlejandraParisg,204.0,1216.0,1,0
fernandobolado,893.0,864.0,0,3
AnaSCharlest,45.0,87.0,0,1
PaolaSa51952838,7.0,64.0,0,1
ilarrane,156.0,279.0,0,1
SEO_BirdLife,82371.0,9958.0,1,1
Jadde_Congo,137.0,205.0,0,1
moimoiraavila,102.0,228.0,0,1
IzanGuerrero,525.0,1523.0,38,0
adrianmb_cr,239.0,850.0,0,1
PinaresRamos,81.0,129.0,0,1
rdaristi,67.0,35.0,0,1
JMartinezINECOL,1467.0,2362.0,0,1
misabelish,3131.0,783.0,0,1
antmrtort,1193.0,2599.0,0,1
fuenvane,124.0,209.0,0,1
kn6y8OENeYhzkFF,60.0,23.0,0,1
DGradualDirecto,263.0,1350.0,1,0
CRAVETONIA,256.0,183.0,0,1
PaulinaAlborn11,15.0,137.0,0,1
carmelo_asb,899.0,598.0,0,6
ReseticaRSC,189.0,302.0,0,1
CRECantabria,5012.0,316.0,2,0
Oriana_Mayor1,134.0,279.0,0,1
Claudia46860979,1.0,10.0,0,1
JacqueRochaa,49.0,402.0,0,2
IraimaCarry,1548.0,727.0,0,2
pinkfloyd_jd,1947.0,2433.0,0,1
economiadelagua,3153.0,1628.0,3,0
MarinaA875,38.0,80.0,0,1
WaterNews_,668.0,998.0,1,0
baobablosa,234.0,192.0,1,0
SilviaCaleya,10.0,40.0,0,1
Pascali47992309,32.0,406.0,0,1
sebaszal,423.0,1653.0,0,1
CADS_ESPOL,134.0,685.0,1,0
pisani_marcelo,738.0,253.0,0,3
SierraSalinas01,70.0,173.0,0,1
MarinadeFrente,7833.0,694.0,0,5
JokinEtxabarria,110.0,194.0,0,1
mariancorral,467.0,878.0,0,1
CujaeRedSocial,2751.0,678.0,0,1
daniela_albero,848.0,907.0,1,0
consejeriaedumx,359.0,398.0,1,0
Nel_Garci,12.0,22.0,0,2
mauceballosp,905.0,2270.0,0,1
luchicarmen,613.0,236.0,0,1
ampp69_perez,15.0,16.0,0,1
KriveraSoltur,88.0,391.0,0,2
Freorafast,52.0,58.0,0,1
nunez_yennis,240.0,416.0,0,1
GAgroforestal,244.0,516.0,0,1
arca_news2,93.0,709.0,0,1
Paola_Vasconi,395.0,649.0,0,1
gonzalezarratia,52.0,17.0,0,4
pablolabajos_ma,92.0,141.0,1,0
gpalacinguarne,1412.0,1189.0,0,1
CBVera,201.0,718.0,0,2
CamiloLouis,218.0,341.0,1,0
JuanMar63390677,3.0,5.0,0,1
NegotiumEcuador,68.0,239.0,0,1
JesusGUson,961.0,1141.0,0,1
ComidaCritica,208.0,543.0,0,1
pablogalaz,881.0,1343.0,0,1
AhoraArganda,1500.0,2115.0,0,2
Rodri_Gabo,101.0,185.0,0,2
julianat_m,172.0,317.0,0,1
Magda_Q,103.0,133.0,0,1
CarlosH30355912,26.0,35.0,0,1
CiudadanoTaller,46.0,264.0,0,1
AlanLivas,13.0,51.0,0,1
Aurora29293216,7.0,67.0,0,1
angiecarnevali,1480.0,1146.0,0,1
rebecamarli,238.0,133.0,0,4
Carolina_ADJ,330.0,528.0,0,1
MeliCortez,676.0,863.0,1,0
Alejo_AlvarezV,719.0,843.0,0,1
Jisap_es,1485.0,1683.0,2,0
rockbotic_com,519.0,204.0,2,0
btorresmartin,270.0,379.0,0,2
NormAngelik,373.0,1054.0,0,1
TheKootneeti,337.0,657.0,0,1
PrimeraDamaPma,9326.0,1180.0,0,3
iservia,4924.0,5292.0,0,1
ana_ferrus,528.0,1065.0,0,1
onubikles,105.0,432.0,0,1
karelortiz,1264.0,1623.0,0,1
AgusCarrizosa,292.0,516.0,0,1
MEPyDRD,26779.0,2595.0,17,2
santiagopinzong,5035.0,2693.0,5,0
Veliavera15,257.0,402.0,0,1
vihvir,4549.0,4625.0,0,1
Minvivienda,284595.0,488.0,0,1
Alexander_9316,702.0,2306.0,0,2
ANDRESVASQUEZM,1867.0,1602.0,0,1
GanarGanar,3590.0,714.0,3,0
HacheOrtiz,288.0,518.0,1,0
aclimaticagdl,7.0,24.0,0,2
MarcelaGal,178.0,291.0,0,1
RocoLedesma,476.0,975.0,0,1
ONUArgentina,27247.0,317.0,4,1
raumat2,825.0,4953.0,0,1
Norkelli,675.0,1157.0,1,0
lidiaesthermart,190.0,612.0,0,1
ciudadesODS,382.0,449.0,0,8
LAB_Ecoinnova,1266.0,569.0,32,1
Munoz_Marisol3,105.0,180.0,0,1
Marcedelpili,111.0,183.0,0,1
FloresLorea,127.0,350.0,0,1
RosaRodaNews,6321.0,1765.0,0,1
baberamtal,190.0,338.0,0,1
hellcas,280.0,168.0,0,3
LuisHerrera507,105.0,338.0,0,1
CGAR_GobOax,380.0,287.0,0,1
ieslaflota,256.0,289.0,0,1
RitaHano,127.0,250.0,0,1
gestionpublicav,8585.0,3442.0,1,1
LambertoOscar,239.0,89.0,0,2
PinoBethencourt,39.0,111.0,0,1
Aurora_Atiaga,39.0,109.0,0,1
LopezBertrandy1,10.0,48.0,0,1
MujerysaludEs,11009.0,11998.0,0,1
Alexand64216517,359.0,256.0,0,1
NoraLuziOk,187.0,75.0,0,3
ileanagarciac,267.0,171.0,1,0
diacapisi,104.0,389.0,0,1
luis_vano,1797.0,4373.0,0,5
mpcesar,3231.0,2603.0,0,1
SanchoPepa,12.0,16.0,0,2
enSEMANAecg,463.0,980.0,1,0
paulaigle,258.0,572.0,1,1
MiCalle_Mid,90.0,250.0,1,0
TheNewsRoomES,323.0,1176.0,0,1
LolaSanjuanCKL,4215.0,3216.0,1,0
ORICECAR,27.0,254.0,1,0
xabiergv,716.0,875.0,0,1
FernandezLegra,4.0,99.0,0,1
jahdhoac,88.0,717.0,0,1
Jorge22167117,333.0,1194.0,0,1
diadeinternet,3749.0,346.0,0,5
ayudaenaccion,35892.0,2282.0,5,1
giozacab,268.0,739.0,0,1
maylopez27,846.0,990.0,1,0
ConsueloMondja1,12.0,19.0,0,1
pefierro,507.0,1809.0,0,2
SPB_Spain,720.0,200.0,1,0
beurruti,5672.0,5665.0,1,0
EsperanzaLuque3,123.0,153.0,0,1
txabito,1628.0,3502.0,2,5
yeruo_777,24.0,336.0,0,1
Socairenergia,201.0,148.0,0,1
enriquegalardi,637.0,544.0,0,2
clauar4,6.0,20.0,0,1
JohanaTablada,5128.0,3345.0,0,3
pnunezmosquera,1564.0,1223.0,0,1
CAROMONTOYAM,8509.0,1220.0,0,1
Joseamartin1963,226.0,264.0,5,1
emiliamoscosov,75.0,127.0,1,2
Vmartinz71,304.0,452.0,0,2
mariafergarciai,4361.0,2511.0,2,4
Borja_Monreal,1195.0,1347.0,0,2
UnicefChile,23018.0,345.0,1,0
Juventudelforo,665.0,287.0,1,0
BozaPedro,253.0,482.0,0,1
MariaGo74986288,2437.0,4988.0,0,3
jovenmania,1615.0,174.0,0,1
anamilanqu,26.0,32.0,0,1
EmbaMexGua,5044.0,1392.0,0,1
SEGIBdigital,33874.0,4026.0,9,2
as_uco,1451.0,534.0,2,0
Jorgedreyes,756.0,495.0,2,0
NeobitCorp,102.0,141.0,0,1
almanatura,4469.0,784.0,1,3
Ericatoledoe,30.0,58.0,0,1
inesvrios,364.0,469.0,0,1
prviva,2292.0,546.0,0,1
OMEC_Oaxaca,835.0,2149.0,0,1
ernprieto,16.0,15.0,0,1
IsabelopezA,380.0,523.0,0,2
PNUDUruguay,2409.0,886.0,3,5
Nandagrillita,2224.0,2867.0,0,1
MarArruti,68.0,59.0,0,1
AVVLanuzaCV,2301.0,158.0,0,1
CEDREAC,2083.0,1285.0,1,3
CarbonellLoreto,92.0,213.0,0,1
evaesereno,643.0,286.0,2,1
vicky90001,1062.0,1705.0,0,4
pactoglobalARG,4892.0,2251.0,1,0
laura_portiz,383.0,689.0,0,2
UNRISD,31679.0,657.0,0,2
Amsu777,19.0,178.0,0,1
Fridassofi,22.0,46.0,0,1
ojnietom,33.0,273.0,0,4
ConsultoraRigou,401.0,437.0,1,0
Eladio23325410,31.0,73.0,0,1
JoseLuisPalau,94.0,236.0,0,1
tvilamanguan,36.0,68.0,0,2
HildaRevilla,76.0,539.0,4,0
ecorecicla_v,773.0,3371.0,1,0
manuelcruz2006,48.0,160.0,0,1
xdelucas,11942.0,833.0,0,1
ArletysCastillo,6.0,5.0,0,2
SanMiguelUCR,90.0,164.0,0,2
rgedeon,862.0,1710.0,0,2
alexandercasas,1193.0,452.0,0,1
cubaupdate,610.0,450.0,0,1
garzaroscott,35.0,686.0,0,1
MarceloSolo81,61.0,362.0,0,1
edithwritter,1261.0,2237.0,0,1
JuanBerjano,2436.0,2346.0,0,1
benjazelayaAC,1080.0,858.0,0,4
hermeneck,268.0,520.0,0,1
TaniaRonda24,54.0,86.0,0,1
YusleyManzano,5.0,53.0,0,1
impsocialist39a,108.0,108.0,0,1
DivinaZambran,44.0,87.0,0,1
K4DevPolicy,182.0,1490.0,0,1
JenniSolano3,112.0,279.0,0,1
djjacomenorato,3217.0,4369.0,0,3
fsantana,1369.0,753.0,0,2
saaid_maganda,346.0,1173.0,0,1
nansanatural,1468.0,1211.0,0,1
usa_tu_poder,489.0,346.0,0,6
daRosaGR,58.0,115.0,0,1
Philopannyx,113.0,295.0,0,1
jorgeisla79,289.0,866.0,0,1
blancanamero,1543.0,900.0,1,0
felipevera,509.0,1446.0,0,2
MPBottaro,265.0,346.0,0,1
CRJ_Pinto,538.0,379.0,0,1
isadepapel,110.0,210.0,0,1
KJTICAS,472.0,992.0,0,1
sofiiortiz17,794.0,842.0,0,2
SenamaMaule,5050.0,685.0,0,1
ana_19416,182.0,451.0,0,4
JulianaMend0zaV,2614.0,2897.0,0,1
randaoque,43.0,79.0,0,1
o_alberto,876.0,3261.0,0,1
BridgethegapAR,1232.0,1273.0,0,1
vhpiedra,914.0,461.0,0,3
carloshdelgado,387.0,669.0,0,1
lisastflo1,5.0,46.0,0,1
rafavelasquez_g,243.0,339.0,0,1
Cordobesdel72,4114.0,2501.0,0,1
cult_latina,467.0,1790.0,0,1
juanfalkonerth,265.0,614.0,0,2
MESECVI,2196.0,799.0,0,1
AlexanderDobbie,286.0,886.0,0,1
AlfonsoNavMol,62.0,76.0,0,1
rodrimartut,2720.0,238.0,0,3
SanNoguera,1799.0,483.0,1,0
jesuitesFP,1824.0,1599.0,0,1
mfranco_uah,1309.0,728.0,0,1
sandraoquendo30,178.0,415.0,0,1
empleoyexito,1362.0,4989.0,0,1
maroadelmar,239.0,79.0,0,1
Claudia50827124,14.0,145.0,0,1
chiquidecimaES,821.0,1090.0,0,1
aby42782438,4.0,2.0,0,1
Ainhoa0604,137.0,194.0,0,1
juanrubimal,89.0,180.0,0,1
gelch1,95.0,132.0,0,1
alejandro_benn,149.0,1397.0,1,0
VincesAffairs,873.0,650.0,1,0
Barrene1,904.0,1508.0,0,3
JCCEarthSci,933.0,163.0,0,1
